Date,Name,Market,Ticker,MarketCap,Price,Currency
2025-05-28,招商银行,HK,3968.HK,10746.74,42.61,CNY
2025-05-29,招商银行,HK,3968.HK,10773.89,42.72,CNY
2025-05-30,招商银行,HK,3968.HK,10645.08,42.21,CNY
2025-06-02,招商银行,HK,3968.HK,10469.59,41.51,CNY
2025-06-03,招商银行,HK,3968.HK,10792.64,42.79,CNY
2025-06-04,招商银行,HK,3968.HK,10857.15,43.05,CNY
2025-06-05,招商银行,HK,3968.HK,10989.68,43.58,CNY
2025-06-06,招商银行,HK,3968.HK,10888.29,43.17,CNY
2025-06-09,招商银行,HK,3968.HK,11038.2,43.77,CNY
2025-06-10,招商银行,HK,3968.HK,11035.28,43.76,CNY
2025-06-11,招商银行,HK,3968.HK,11338.41,44.96,CNY
2025-06-12,招商银行,HK,3968.HK,11313.7,44.86,CNY
2025-06-13,招商银行,HK,3968.HK,11258.93,44.64,CNY
2025-06-16,招商银行,HK,3968.HK,11630.29,46.12,CNY
2025-06-17,招商银行,HK,3968.HK,11756.48,46.62,CNY
2025-06-18,招商银行,HK,3968.HK,11526.93,45.71,CNY
2025-06-19,招商银行,HK,3968.HK,11316.69,44.87,CNY
2025-06-20,招商银行,HK,3968.HK,11521.84,45.69,CNY
2025-06-23,招商银行,HK,3968.HK,11695.23,46.37,CNY
2025-06-24,招商银行,HK,3968.HK,11908.07,47.22,CNY
2025-06-25,招商银行,HK,3968.HK,12154.79,48.2,CNY
2025-06-26,招商银行,HK,3968.HK,12241.05,48.54,CNY
2025-06-27,招商银行,HK,3968.HK,11933.05,47.32,CNY
2025-06-30,招商银行,HK,3968.HK,11875.24,47.09,CNY
2025-07-02,招商银行,HK,3968.HK,12114.05,48.03,CNY
2025-07-03,招商银行,HK,3968.HK,11816.69,46.85,CNY
2025-07-04,招商银行,HK,3968.HK,11684.77,46.33,CNY
2025-07-07,招商银行,HK,3968.HK,11557.85,45.83,CNY
2025-07-08,招商银行,HK,3968.HK,11595.72,45.98,CNY
2025-07-09,招商银行,HK,3968.HK,11549.91,45.8,CNY
2025-07-10,招商银行,HK,3968.HK,11773.93,46.69,CNY
2025-07-11,招商银行,HK,3968.HK,11551.58,45.8,CNY
2025-07-14,招商银行,HK,3968.HK,11518.23,45.67,CNY
2025-07-15,招商银行,HK,3968.HK,11448.65,45.4,CNY
2025-07-16,招商银行,HK,3968.HK,11514.57,45.66,CNY
2025-07-17,招商银行,HK,3968.HK,11523.41,45.69,CNY
2025-07-18,招商银行,HK,3968.HK,11713.42,46.45,CNY
2025-07-21,招商银行,HK,3968.HK,11591.99,45.96,CNY
2025-07-22,招商银行,HK,3968.HK,11598.14,45.99,CNY
2025-07-23,招商银行,HK,3968.HK,11933.78,47.32,CNY
2025-07-24,招商银行,HK,3968.HK,11954.54,47.4,CNY
2025-07-25,招商银行,HK,3968.HK,11831.45,46.91,CNY
2025-07-28,招商银行,HK,3968.HK,11910.71,47.23,CNY
2025-07-29,招商银行,HK,3968.HK,11850.18,46.99,CNY
2025-07-30,招商银行,HK,3968.HK,11734.51,46.53,CNY
2025-07-31,招商银行,HK,3968.HK,11498.25,45.59,CNY
2025-08-01,招商银行,HK,3968.HK,11377.15,45.11,CNY
2025-08-04,招商银行,HK,3968.HK,11554.47,45.81,CNY
2025-08-05,招商银行,HK,3968.HK,11568.54,45.87,CNY
2025-08-06,招商银行,HK,3968.HK,11441.02,45.37,CNY
2025-08-07,招商银行,HK,3968.HK,11519.62,45.68,CNY
2025-08-08,招商银行,HK,3968.HK,11347.65,44.99,CNY
2025-08-11,招商银行,HK,3968.HK,11229.94,44.53,CNY
2025-08-12,招商银行,HK,3968.HK,11285.46,44.75,CNY
2025-08-13,招商银行,HK,3968.HK,11299.95,44.81,CNY
2025-08-14,招商银行,HK,3968.HK,11292.16,44.77,CNY
2025-08-15,招商银行,HK,3968.HK,11036.67,43.76,CNY
2025-08-18,招商银行,HK,3968.HK,10990.64,43.58,CNY
2025-08-19,招商银行,HK,3968.HK,10988.22,43.57,CNY
2025-08-20,招商银行,HK,3968.HK,11053.72,43.83,CNY
2025-08-21,招商银行,HK,3968.HK,11039.81,43.77,CNY
2025-08-22,招商银行,HK,3968.HK,10953.23,43.43,CNY
2025-08-25,招商银行,HK,3968.HK,11225.93,44.51,CNY
2025-08-26,招商银行,HK,3968.HK,10919.85,43.3,CNY
2025-08-27,招商银行,HK,3968.HK,10825.97,42.93,CNY
2025-08-28,招商银行,HK,3968.HK,10867.71,43.09,CNY
2025-08-29,招商银行,HK,3968.HK,10862.93,43.07,CNY
2025-09-01,招商银行,HK,3968.HK,10610.17,42.07,CNY
2025-09-02,招商银行,HK,3968.HK,10861.39,43.07,CNY
2025-09-03,招商银行,HK,3968.HK,10796.05,42.81,CNY
2025-09-04,招商银行,HK,3968.HK,10732.76,42.56,CNY
2025-09-05,招商银行,HK,3968.HK,10701.39,42.43,CNY
2025-09-08,招商银行,HK,3968.HK,10622.88,42.12,CNY
2025-09-09,招商银行,HK,3968.HK,10796.51,42.81,CNY
2025-09-10,招商银行,HK,3968.HK,11030.99,43.74,CNY
2025-09-11,招商银行,HK,3968.HK,10977.96,43.53,CNY
2025-09-12,招商银行,HK,3968.HK,10858.63,43.06,CNY
2025-09-15,招商银行,HK,3968.HK,10825.02,42.92,CNY
2025-09-16,招商银行,HK,3968.HK,10699.32,42.42,CNY
2025-09-17,招商银行,HK,3968.HK,10750.82,42.63,CNY
2025-09-18,招商银行,HK,3968.HK,10531.94,41.76,CNY
2025-09-19,招商银行,HK,3968.HK,10636.22,42.17,CNY
2025-09-22,招商银行,HK,3968.HK,10500.0,41.63,CNY
2025-09-23,招商银行,HK,3968.HK,10567.25,41.9,CNY
2025-09-24,招商银行,HK,3968.HK,10451.59,41.44,CNY
2025-09-25,招商银行,HK,3968.HK,10274.14,40.74,CNY
2025-09-26,招商银行,HK,3968.HK,10325.28,40.94,CNY
2025-09-29,招商银行,HK,3968.HK,10566.52,41.9,CNY
2025-09-30,招商银行,HK,3968.HK,10547.66,41.82,CNY
2025-10-02,招商银行,HK,3968.HK,10486.62,41.58,CNY
2025-10-03,招商银行,HK,3968.HK,10507.18,41.66,CNY
2025-10-06,招商银行,HK,3968.HK,10486.47,41.58,CNY
2025-10-08,招商银行,HK,3968.HK,10406.97,41.26,CNY
2025-10-09,招商银行,HK,3968.HK,10530.18,41.75,CNY
2025-10-10,招商银行,HK,3968.HK,10452.2,41.44,CNY
2025-10-13,招商银行,HK,3968.HK,10348.88,41.03,CNY
2025-10-14,招商银行,HK,3968.HK,10839.23,42.98,CNY
2025-10-15,招商银行,HK,3968.HK,11077.57,43.92,CNY
2025-10-16,招商银行,HK,3968.HK,11142.68,44.18,CNY
2025-10-17,招商银行,HK,3968.HK,11084.94,43.95,CNY
2025-10-20,招商银行,HK,3968.HK,11154.33,44.23,CNY
2025-10-21,招商银行,HK,3968.HK,11241.91,44.58,CNY
2025-10-22,招商银行,HK,3968.HK,11177.4,44.32,CNY
2025-10-23,招商银行,HK,3968.HK,11297.74,44.8,CNY
2025-10-24,招商银行,HK,3968.HK,11259.53,44.65,CNY
2025-10-27,招商银行,HK,3968.HK,11242.2,44.58,CNY
2025-10-28,招商银行,HK,3968.HK,11241.28,44.57,CNY
2025-10-30,招商银行,HK,3968.HK,10939.02,43.37,CNY
2025-10-31,招商银行,HK,3968.HK,10976.48,43.52,CNY
2025-11-03,招商银行,HK,3968.HK,11229.05,44.52,CNY
2025-11-04,招商银行,HK,3968.HK,11582.54,45.93,CNY
2025-11-05,招商银行,HK,3968.HK,11556.51,45.82,CNY
2025-11-06,招商银行,HK,3968.HK,11572.09,45.88,CNY
2025-11-07,招商银行,HK,3968.HK,11570.17,45.88,CNY
2025-11-10,招商银行,HK,3968.HK,11625.25,46.1,CNY
2025-11-11,招商银行,HK,3968.HK,11766.99,46.66,CNY
2025-11-12,招商银行,HK,3968.HK,11803.36,46.8,CNY
2025-11-13,招商银行,HK,3968.HK,11804.95,46.81,CNY
2025-11-14,招商银行,HK,3968.HK,11701.69,46.4,CNY
2025-11-17,招商银行,HK,3968.HK,11601.03,46.0,CNY
2025-11-18,招商银行,HK,3968.HK,11588.47,45.95,CNY
2025-11-19,招商银行,HK,3968.HK,11618.32,46.07,CNY
2025-11-20,招商银行,HK,3968.HK,11660.09,46.23,CNY
2025-11-21,招商银行,HK,3968.HK,11551.66,45.8,CNY
2025-11-24,招商银行,HK,3968.HK,11619.52,46.07,CNY
2025-11-25,招商银行,HK,3968.HK,11860.91,47.03,CNY
2025-11-26,招商银行,HK,3968.HK,11773.52,46.68,CNY
2025-11-27,招商银行,HK,3968.HK,11800.21,46.79,CNY
2025-11-28,招商银行,HK,3968.HK,11731.55,46.52,CNY
2025-12-01,招商银行,HK,3968.HK,11822.08,46.88,CNY
2025-12-02,招商银行,HK,3968.HK,11732.84,46.52,CNY
2025-12-03,招商银行,HK,3968.HK,11567.77,45.87,CNY
2025-12-04,招商银行,HK,3968.HK,11771.58,46.68,CNY
2025-12-05,招商银行,HK,3968.HK,12033.35,47.71,CNY
2025-12-08,招商银行,HK,3968.HK,11601.37,46.0,CNY
2025-12-09,招商银行,HK,3968.HK,11653.8,46.21,CNY
2025-12-10,招商银行,HK,3968.HK,11280.14,44.73,CNY
2025-12-11,招商银行,HK,3968.HK,11442.76,45.37,CNY
2025-12-12,招商银行,HK,3968.HK,11462.08,45.45,CNY
2025-12-15,招商银行,HK,3968.HK,11318.36,44.88,CNY
2025-12-16,招商银行,HK,3968.HK,11120.58,44.09,CNY
2025-12-17,招商银行,HK,3968.HK,11025.94,43.72,CNY
2025-12-18,招商银行,HK,3968.HK,11296.82,44.79,CNY
2025-12-19,招商银行,HK,3968.HK,11390.66,45.17,CNY
2025-12-22,招商银行,HK,3968.HK,11379.99,45.12,CNY
2025-12-23,招商银行,HK,3968.HK,11482.04,45.53,CNY
2025-12-24,招商银行,HK,3968.HK,11421.0,45.29,CNY
2025-12-29,招商银行,HK,3968.HK,11630.57,46.12,CNY
2025-12-30,招商银行,HK,3968.HK,11779.21,46.71,CNY
2025-12-31,招商银行,HK,3968.HK,11740.61,46.55,CNY
2026-01-02,招商银行,HK,3968.HK,11866.51,47.05,CNY
2026-01-05,招商银行,HK,3968.HK,11521.45,45.68,CNY
2026-01-06,招商银行,HK,3968.HK,11509.31,45.64,CNY
2026-01-07,招商银行,HK,3968.HK,11367.12,45.07,CNY
2026-01-08,招商银行,HK,3968.HK,11168.17,44.28,CNY
2026-01-09,招商银行,HK,3968.HK,11083.59,43.95,CNY
2026-01-12,招商银行,HK,3968.HK,11114.68,44.07,CNY
2026-01-13,招商银行,HK,3968.HK,11104.95,44.03,CNY
2026-01-14,招商银行,HK,3968.HK,10913.65,43.27,CNY
2026-01-15,招商银行,HK,3968.HK,10834.24,42.96,CNY
2026-01-16,招商银行,HK,3968.HK,10706.62,42.45,CNY
2026-01-19,招商银行,HK,3968.HK,10520.75,41.72,CNY
2026-01-20,招商银行,HK,3968.HK,10553.04,41.84,CNY
2026-01-21,招商银行,HK,3968.HK,10541.74,41.8,CNY
2026-01-22,招商银行,HK,3968.HK,10428.7,41.35,CNY
2026-01-23,招商银行,HK,3968.HK,10465.07,41.5,CNY
2026-01-26,招商银行,HK,3968.HK,10521.92,41.72,CNY
2026-01-27,招商银行,HK,3968.HK,10612.34,42.08,CNY
2026-01-28,招商银行,HK,3968.HK,10716.71,42.49,CNY
2026-01-29,招商银行,HK,3968.HK,10750.36,42.63,CNY
2026-01-30,招商银行,HK,3968.HK,10744.16,42.6,CNY
2026-02-02,招商银行,HK,3968.HK,10787.9,42.78,CNY
2026-02-03,招商银行,HK,3968.HK,10623.11,42.12,CNY
2026-02-04,招商银行,HK,3968.HK,10644.73,42.21,CNY
2025-02-05,中国平安,A,601318.SS,8605.62,47.52,CNY
2025-02-06,中国平安,A,601318.SS,8697.35,48.03,CNY
2025-02-07,中国平安,A,601318.SS,8806.4,48.63,CNY
2025-02-10,中国平安,A,601318.SS,8809.86,48.65,CNY
2025-02-11,中国平安,A,601318.SS,8744.09,48.29,CNY
2025-02-12,中国平安,A,601318.SS,8841.01,48.82,CNY
2025-02-13,中国平安,A,601318.SS,8830.63,48.77,CNY
2025-02-14,中国平安,A,601318.SS,8948.32,49.42,CNY
2025-02-17,中国平安,A,601318.SS,8972.55,49.55,CNY
2025-02-18,中国平安,A,601318.SS,8880.82,49.04,CNY
2025-02-19,中国平安,A,601318.SS,8905.05,49.18,CNY
2025-02-20,中国平安,A,601318.SS,8789.09,48.54,CNY
2025-02-21,中国平安,A,601318.SS,8861.78,48.94,CNY
2025-02-24,中国平安,A,601318.SS,9000.25,49.7,CNY
2025-02-25,中国平安,A,601318.SS,8823.7,48.73,CNY
2025-02-26,中国平安,A,601318.SS,8934.47,49.34,CNY
2025-02-27,中国平安,A,601318.SS,8934.47,49.34,CNY
2025-02-28,中国平安,A,601318.SS,8719.85,48.16,CNY
2025-03-03,中国平安,A,601318.SS,8711.2,48.11,CNY
2025-03-04,中国平安,A,601318.SS,8667.93,47.87,CNY
2025-03-05,中国平安,A,601318.SS,8719.85,48.16,CNY
2025-03-06,中国平安,A,601318.SS,8937.94,49.36,CNY
2025-03-07,中国平安,A,601318.SS,8913.71,49.23,CNY
2025-03-10,中国平安,A,601318.SS,8870.43,48.99,CNY
2025-03-11,中国平安,A,601318.SS,8913.71,49.23,CNY
2025-03-12,中国平安,A,601318.SS,8853.13,48.89,CNY
2025-03-13,中国平安,A,601318.SS,8851.4,48.88,CNY
2025-03-14,中国平安,A,601318.SS,9254.68,51.11,CNY
2025-03-17,中国平安,A,601318.SS,9239.1,51.02,CNY
2025-03-18,中国平安,A,601318.SS,9304.87,51.39,CNY
2025-03-19,中国平安,A,601318.SS,9358.52,51.68,CNY
2025-03-20,中国平安,A,601318.SS,9085.06,50.17,CNY
2025-03-21,中国平安,A,601318.SS,8956.98,49.47,CNY
2025-03-24,中国平安,A,601318.SS,9022.75,49.83,CNY
2025-03-25,中国平安,A,601318.SS,8993.32,49.67,CNY
2025-03-26,中国平安,A,601318.SS,8951.78,49.44,CNY
2025-03-27,中国平安,A,601318.SS,9010.63,49.76,CNY
2025-03-28,中国平安,A,601318.SS,8993.32,49.67,CNY
2025-03-31,中国平安,A,601318.SS,8936.21,49.35,CNY
2025-04-01,中国平安,A,601318.SS,8934.47,49.34,CNY
2025-04-02,中国平安,A,601318.SS,8976.02,49.57,CNY
2025-04-03,中国平安,A,601318.SS,8910.24,49.21,CNY
2025-04-07,中国平安,A,601318.SS,8404.85,46.42,CNY
2025-04-08,中国平安,A,601318.SS,8526.0,47.09,CNY
2025-04-09,中国平安,A,601318.SS,8468.89,46.77,CNY
2025-04-10,中国平安,A,601318.SS,8564.08,47.3,CNY
2025-04-11,中国平安,A,601318.SS,8541.58,47.17,CNY
2025-04-14,中国平安,A,601318.SS,8564.08,47.3,CNY
2025-04-15,中国平安,A,601318.SS,8624.66,47.63,CNY
2025-04-16,中国平安,A,601318.SS,8633.31,47.68,CNY
2025-04-17,中国平安,A,601318.SS,8681.78,47.95,CNY
2025-04-18,中国平安,A,601318.SS,8730.24,48.21,CNY
2025-04-21,中国平安,A,601318.SS,8702.55,48.06,CNY
2025-04-22,中国平安,A,601318.SS,8752.74,48.34,CNY
2025-04-23,中国平安,A,601318.SS,8775.24,48.46,CNY
2025-04-24,中国平安,A,601318.SS,8865.24,48.96,CNY
2025-04-25,中国平安,A,601318.SS,8884.28,49.06,CNY
2025-04-28,中国平安,A,601318.SS,8863.51,48.95,CNY
2025-04-29,中国平安,A,601318.SS,8827.16,48.75,CNY
2025-04-30,中国平安,A,601318.SS,8776.97,48.47,CNY
2025-05-06,中国平安,A,601318.SS,8792.55,48.56,CNY
2025-05-07,中国平安,A,601318.SS,8858.32,48.92,CNY
2025-05-08,中国平安,A,601318.SS,8993.32,49.67,CNY
2025-05-09,中国平安,A,601318.SS,8956.98,49.47,CNY
2025-05-12,中国平安,A,601318.SS,9104.1,50.28,CNY
2025-05-13,中国平安,A,601318.SS,9079.86,50.14,CNY
2025-05-14,中国平安,A,601318.SS,9465.84,52.28,CNY
2025-05-15,中国平安,A,601318.SS,9389.68,51.85,CNY
2025-05-16,中国平安,A,601318.SS,9240.83,51.03,CNY
2025-05-19,中国平安,A,601318.SS,9225.25,50.95,CNY
2025-05-20,中国平安,A,601318.SS,9291.02,51.31,CNY
2025-05-21,中国平安,A,601318.SS,9320.45,51.47,CNY
2025-05-22,中国平安,A,601318.SS,9318.72,51.46,CNY
2025-05-23,中国平安,A,601318.SS,9213.14,50.88,CNY
2025-05-26,中国平安,A,601318.SS,9242.56,51.04,CNY
2025-05-27,中国平安,A,601318.SS,9242.56,51.04,CNY
2025-05-28,中国平安,A,601318.SS,9223.52,50.94,CNY
2025-05-29,中国平安,A,601318.SS,9263.33,51.16,CNY
2025-05-30,中国平安,A,601318.SS,9221.79,50.93,CNY
2025-06-03,中国平安,A,601318.SS,9320.45,51.47,CNY
2025-06-04,中国平安,A,601318.SS,9304.87,51.39,CNY
2025-06-05,中国平安,A,601318.SS,9344.68,51.61,CNY
2025-06-06,中国平安,A,601318.SS,9244.29,51.05,CNY
2025-06-09,中国平安,A,601318.SS,9297.95,51.35,CNY
2025-06-10,中国平安,A,601318.SS,9247.75,51.07,CNY
2025-06-11,中国平安,A,601318.SS,9426.03,52.06,CNY
2025-06-12,中国平安,A,601318.SS,9486.61,52.39,CNY
2025-06-13,中国平安,A,601318.SS,9429.49,52.07,CNY
2025-06-16,中国平安,A,601318.SS,9401.8,51.92,CNY
2025-06-17,中国平安,A,601318.SS,9386.22,51.84,CNY
2025-06-18,中国平安,A,601318.SS,9313.52,51.43,CNY
2025-06-19,中国平安,A,601318.SS,9207.94,50.85,CNY
2025-06-20,中国平安,A,601318.SS,9474.49,52.32,CNY
2025-06-23,中国平安,A,601318.SS,9536.8,52.67,CNY
2025-06-24,中国平安,A,601318.SS,9829.31,54.28,CNY
2025-06-25,中国平安,A,601318.SS,10017.97,55.32,CNY
2025-06-26,中国平安,A,601318.SS,9966.04,55.04,CNY
2025-06-27,中国平安,A,601318.SS,9858.73,54.45,CNY
2025-06-30,中国平安,A,601318.SS,9883.67,54.58,CNY
2025-07-01,中国平安,A,601318.SS,9922.86,54.8,CNY
2025-07-02,中国平安,A,601318.SS,9942.46,54.91,CNY
2025-07-03,中国平安,A,601318.SS,9940.68,54.9,CNY
2025-07-04,中国平安,A,601318.SS,10077.85,55.66,CNY
2025-07-07,中国平安,A,601318.SS,10052.91,55.52,CNY
2025-07-08,中国平安,A,601318.SS,10056.48,55.54,CNY
2025-07-09,中国平安,A,601318.SS,9958.49,55.0,CNY
2025-07-10,中国平安,A,601318.SS,10177.62,56.21,CNY
2025-07-11,中国平安,A,601318.SS,10280.94,56.78,CNY
2025-07-14,中国平安,A,601318.SS,10256.0,56.64,CNY
2025-07-15,中国平安,A,601318.SS,10172.27,56.18,CNY
2025-07-16,中国平安,A,601318.SS,10124.17,55.91,CNY
2025-07-17,中国平安,A,601318.SS,10120.61,55.89,CNY
2025-07-18,中国平安,A,601318.SS,10166.93,56.15,CNY
2025-07-21,中国平安,A,601318.SS,10188.31,56.27,CNY
2025-07-22,中国平安,A,601318.SS,10101.01,55.78,CNY
2025-07-23,中国平安,A,601318.SS,10332.61,57.06,CNY
2025-07-24,中国平安,A,601318.SS,10446.62,57.69,CNY
2025-07-25,中国平安,A,601318.SS,10346.86,57.14,CNY
2025-07-28,中国平安,A,601318.SS,10704.94,59.12,CNY
2025-07-29,中国平安,A,601318.SS,10598.05,58.53,CNY
2025-07-30,中国平安,A,601318.SS,10815.39,59.73,CNY
2025-07-31,中国平安,A,601318.SS,10455.53,57.74,CNY
2025-08-01,中国平安,A,601318.SS,10368.24,57.26,CNY
2025-08-04,中国平安,A,601318.SS,10370.02,57.27,CNY
2025-08-05,中国平安,A,601318.SS,10535.69,58.18,CNY
2025-08-06,中国平安,A,601318.SS,10521.44,58.1,CNY
2025-08-07,中国平安,A,601318.SS,10489.38,57.93,CNY
2025-08-08,中国平安,A,601318.SS,10428.81,57.59,CNY
2025-08-11,中国平安,A,601318.SS,10416.34,57.52,CNY
2025-08-12,中国平安,A,601318.SS,10466.22,57.8,CNY
2025-08-13,中国平安,A,601318.SS,10441.28,57.66,CNY
2025-08-14,中国平安,A,601318.SS,10621.21,58.66,CNY
2025-08-15,中国平安,A,601318.SS,10653.27,58.83,CNY
2025-08-18,中国平安,A,601318.SS,10571.32,58.38,CNY
2025-08-19,中国平安,A,601318.SS,10368.24,57.26,CNY
2025-08-20,中国平安,A,601318.SS,10546.38,58.24,CNY
2025-08-21,中国平安,A,601318.SS,10621.21,58.66,CNY
2025-08-22,中国平安,A,601318.SS,10777.98,59.52,CNY
2025-08-25,中国平安,A,601318.SS,10867.05,60.01,CNY
2025-08-26,中国平安,A,601318.SS,10781.54,59.54,CNY
2025-08-27,中国平安,A,601318.SS,10455.53,57.74,CNY
2025-08-28,中国平安,A,601318.SS,10482.25,57.89,CNY
2025-08-29,中国平安,A,601318.SS,10667.52,58.91,CNY
2025-09-01,中国平安,A,601318.SS,10423.46,57.56,CNY
2025-09-02,中国平安,A,601318.SS,10450.18,57.71,CNY
2025-09-03,中国平安,A,601318.SS,10293.41,56.85,CNY
2025-09-04,中国平安,A,601318.SS,10243.53,56.57,CNY
2025-09-05,中国平安,A,601318.SS,10314.79,56.96,CNY
2025-09-08,中国平安,A,601318.SS,10279.16,56.77,CNY
2025-09-09,中国平安,A,601318.SS,10332.61,57.06,CNY
2025-09-10,中国平安,A,601318.SS,10309.45,56.93,CNY
2025-09-11,中国平安,A,601318.SS,10455.53,57.74,CNY
2025-09-12,中国平安,A,601318.SS,10275.6,56.75,CNY
2025-09-15,中国平安,A,601318.SS,10213.25,56.4,CNY
2025-09-16,中国平安,A,601318.SS,10086.76,55.7,CNY
2025-09-17,中国平安,A,601318.SS,10077.85,55.66,CNY
2025-09-18,中国平安,A,601318.SS,9848.04,54.39,CNY
2025-09-19,中国平安,A,601318.SS,9815.98,54.21,CNY
2025-09-22,中国平安,A,601318.SS,9824.88,54.26,CNY
2025-09-23,中国平安,A,601318.SS,9801.72,54.13,CNY
2025-09-24,中国平安,A,601318.SS,9849.82,54.4,CNY
2025-09-25,中国平安,A,601318.SS,9814.19,54.2,CNY
2025-09-26,中国平安,A,601318.SS,9837.35,54.33,CNY
2025-09-29,中国平安,A,601318.SS,9978.09,55.1,CNY
2025-09-30,中国平安,A,601318.SS,9817.76,54.22,CNY
2025-10-09,中国平安,A,601318.SS,9805.29,54.15,CNY
2025-10-10,中国平安,A,601318.SS,9894.36,54.64,CNY
2025-10-13,中国平安,A,601318.SS,9815.98,54.21,CNY
2025-10-14,中国平安,A,601318.SS,10061.82,55.57,CNY
2025-10-15,中国平安,A,601318.SS,10298.76,56.88,CNY
2025-10-16,中国平安,A,601318.SS,10336.17,57.08,CNY
2025-10-17,中国平安,A,601318.SS,10204.34,56.35,CNY
2025-10-20,中国平安,A,601318.SS,10314.79,56.96,CNY
2025-10-21,中国平安,A,601318.SS,10346.86,57.14,CNY
2025-10-22,中国平安,A,601318.SS,10370.02,57.27,CNY
2025-10-23,中国平安,A,601318.SS,10466.22,57.8,CNY
2025-10-24,中国平安,A,601318.SS,10480.7,57.88,CNY
2025-10-27,中国平安,A,601318.SS,10457.16,57.75,CNY
2025-10-28,中国平安,A,601318.SS,10458.97,57.76,CNY
2025-10-29,中国平安,A,601318.SS,10674.46,58.95,CNY
2025-10-30,中国平安,A,601318.SS,10620.13,58.65,CNY
2025-10-31,中国平安,A,601318.SS,10471.65,57.83,CNY
2025-11-03,中国平安,A,601318.SS,10558.57,58.31,CNY
2025-11-04,中国平安,A,601318.SS,10672.64,58.94,CNY
2025-11-05,中国平安,A,601318.SS,10560.38,58.32,CNY
2025-11-06,中国平安,A,601318.SS,10665.4,58.9,CNY
2025-11-07,中国平安,A,601318.SS,10663.59,58.89,CNY
2025-11-10,中国平安,A,601318.SS,10737.83,59.3,CNY
2025-11-11,中国平安,A,601318.SS,10719.72,59.2,CNY
2025-11-12,中国平安,A,601318.SS,10870.02,60.03,CNY
2025-11-13,中国平安,A,601318.SS,11023.93,60.88,CNY
2025-11-14,中国平安,A,601318.SS,10982.29,60.65,CNY
2025-11-17,中国平安,A,601318.SS,10833.8,59.83,CNY
2025-11-18,中国平安,A,601318.SS,10795.78,59.62,CNY
2025-11-19,中国平安,A,601318.SS,10931.58,60.37,CNY
2025-11-20,中国平安,A,601318.SS,10900.8,60.2,CNY
2025-11-21,中国平安,A,601318.SS,10667.21,58.91,CNY
2025-11-24,中国平安,A,601318.SS,10574.86,58.4,CNY
2025-11-25,中国平安,A,601318.SS,10768.61,59.47,CNY
2025-11-26,中国平安,A,601318.SS,10824.75,59.78,CNY
2025-11-27,中国平安,A,601318.SS,10745.07,59.34,CNY
2025-11-28,中国平安,A,601318.SS,10681.7,58.99,CNY
2025-12-01,中国平安,A,601318.SS,10616.51,58.63,CNY
2025-12-02,中国平安,A,601318.SS,10647.29,58.8,CNY
2025-12-03,中国平安,A,601318.SS,10565.81,58.35,CNY
2025-12-04,中国平安,A,601318.SS,10602.02,58.55,CNY
2025-12-05,中国平安,A,601318.SS,11224.93,61.99,CNY
2025-12-08,中国平安,A,601318.SS,11480.25,63.4,CNY
2025-12-09,中国平安,A,601318.SS,11308.22,62.45,CNY
2025-12-10,中国平安,A,601318.SS,11326.33,62.55,CNY
2025-12-11,中国平安,A,601318.SS,11322.71,62.53,CNY
2025-12-12,中国平安,A,601318.SS,11572.59,63.91,CNY
2025-12-15,中国平安,A,601318.SS,12146.61,67.08,CNY
2025-12-16,中国平安,A,601318.SS,12132.12,67.0,CNY
2025-12-17,中国平安,A,601318.SS,12322.25,68.05,CNY
2025-12-18,中国平安,A,601318.SS,12403.73,68.5,CNY
2025-12-19,中国平安,A,601318.SS,12449.0,68.75,CNY
2025-12-22,中国平安,A,601318.SS,12410.98,68.54,CNY
2025-12-23,中国平安,A,601318.SS,12583.0,69.49,CNY
2025-12-24,中国平安,A,601318.SS,12499.71,69.03,CNY
2025-12-25,中国平安,A,601318.SS,12820.21,70.8,CNY
2025-12-26,中国平安,A,601318.SS,12885.4,71.16,CNY
2025-12-29,中国平安,A,601318.SS,12653.62,69.88,CNY
2025-12-30,中国平安,A,601318.SS,12458.06,68.8,CNY
2025-12-31,中国平安,A,601318.SS,12385.63,68.4,CNY
2026-01-05,中国平安,A,601318.SS,13102.69,72.36,CNY
2026-01-06,中国平安,A,601318.SS,13457.6,74.32,CNY
2026-01-07,中国平安,A,601318.SS,13300.06,73.45,CNY
2026-01-08,中国平安,A,601318.SS,12744.16,70.38,CNY
2026-01-09,中国平安,A,601318.SS,12494.27,69.0,CNY
2026-01-12,中国平安,A,601318.SS,12231.71,67.55,CNY
2026-01-13,中国平安,A,601318.SS,12349.41,68.2,CNY
2026-01-14,中国平安,A,601318.SS,12132.12,67.0,CNY
2026-01-15,中国平安,A,601318.SS,12206.36,67.41,CNY
2026-01-16,中国平安,A,601318.SS,12010.8,66.33,CNY
2026-01-19,中国平安,A,601318.SS,12005.37,66.3,CNY
2026-01-20,中国平安,A,601318.SS,12059.69,66.6,CNY
2026-01-21,中国平安,A,601318.SS,11923.88,65.85,CNY
2026-01-22,中国平安,A,601318.SS,11733.75,64.8,CNY
2026-01-23,中国平安,A,601318.SS,11570.78,63.9,CNY
2026-01-26,中国平安,A,601318.SS,11614.24,64.14,CNY
2026-01-27,中国平安,A,601318.SS,11826.1,65.31,CNY
2026-01-28,中国平安,A,601318.SS,11724.7,64.75,CNY
2026-01-29,中国平安,A,601318.SS,12313.2,68.0,CNY
