Date,Name,Market,Ticker,MarketCap,Price,Currency
2025-12-01,网易,US,NTES,6569.46,1021.35,CNY
2025-12-02,网易,US,NTES,6446.26,1002.2,CNY
2025-12-03,网易,US,NTES,6382.66,992.31,CNY
2025-12-04,网易,US,NTES,6323.04,983.04,CNY
2025-12-05,网易,US,NTES,6357.77,988.44,CNY
2025-12-08,网易,US,NTES,6223.37,967.55,CNY
2025-12-09,网易,US,NTES,6220.05,967.03,CNY
2025-12-10,网易,US,NTES,6181.93,961.1,CNY
2025-12-11,网易,US,NTES,6191.18,962.54,CNY
2025-12-12,网易,US,NTES,6316.57,982.04,CNY
2025-12-15,网易,US,NTES,6270.43,974.86,CNY
2025-12-16,网易,US,NTES,6148.17,955.86,CNY
2025-12-17,网易,US,NTES,6061.57,942.39,CNY
2025-12-18,网易,US,NTES,6131.55,953.27,CNY
2025-12-19,网易,US,NTES,6224.02,967.65,CNY
2025-12-22,网易,US,NTES,6261.96,973.55,CNY
2025-12-23,网易,US,NTES,6251.54,971.93,CNY
2025-12-24,网易,US,NTES,6200.31,963.96,CNY
2025-12-26,网易,US,NTES,6241.45,970.36,CNY
2025-12-29,网易,US,NTES,6298.86,979.28,CNY
2025-12-30,网易,US,NTES,6328.8,983.94,CNY
2025-12-31,网易,US,NTES,6192.87,962.8,CNY
2026-01-02,网易,US,NTES,6640.16,1032.34,CNY
2026-01-05,网易,US,NTES,6524.86,1014.42,CNY
2026-01-06,网易,US,NTES,6566.85,1020.95,CNY
2026-01-07,网易,US,NTES,6358.15,988.5,CNY
2026-01-08,网易,US,NTES,6384.48,992.59,CNY
2026-01-09,网易,US,NTES,6252.23,972.03,CNY
2026-01-12,网易,US,NTES,6542.34,1017.14,CNY
2026-01-13,网易,US,NTES,6409.77,996.53,CNY
2026-01-14,网易,US,NTES,6238.34,969.87,CNY
2026-01-15,网易,US,NTES,6104.24,949.03,CNY
2026-01-16,网易,US,NTES,6181.9,961.1,CNY
2026-01-20,网易,US,NTES,6147.02,955.67,CNY
2026-01-21,网易,US,NTES,5889.98,915.71,CNY
2026-01-22,网易,US,NTES,5950.08,925.06,CNY
2026-01-23,网易,US,NTES,5930.78,922.06,CNY
2026-01-26,网易,US,NTES,5954.1,925.68,CNY
2026-01-27,网易,US,NTES,5898.13,916.98,CNY
2026-01-28,网易,US,NTES,5984.27,930.37,CNY
2026-01-29,网易,US,NTES,5909.12,918.69,CNY
2026-01-30,网易,US,NTES,5757.46,895.11,CNY
2026-02-02,网易,US,NTES,5771.12,897.24,CNY
2026-02-03,网易,US,NTES,5735.05,891.63,CNY
2025-02-04,网易,HK,9999.HK,4708.93,146.13,CNY
2025-02-05,网易,HK,9999.HK,4698.23,145.8,CNY
2025-02-06,网易,HK,9999.HK,4828.66,149.84,CNY
2025-02-07,网易,HK,9999.HK,4897.02,151.96,CNY
2025-02-10,网易,HK,9999.HK,4987.07,154.76,CNY
2025-02-11,网易,HK,9999.HK,4879.49,151.42,CNY
2025-02-12,网易,HK,9999.HK,5009.17,155.45,CNY
2025-02-13,网易,HK,9999.HK,4930.38,153.0,CNY
2025-02-14,网易,HK,9999.HK,4968.89,154.2,CNY
2025-02-17,网易,HK,9999.HK,4813.14,149.36,CNY
2025-02-18,网易,HK,9999.HK,4955.48,153.78,CNY
2025-02-19,网易,HK,9999.HK,4886.42,151.64,CNY
2025-02-20,网易,HK,9999.HK,4755.09,147.56,CNY
2025-02-21,网易,HK,9999.HK,4795.22,148.81,CNY
2025-02-24,网易,HK,9999.HK,4717.42,146.39,CNY
2025-02-25,网易,HK,9999.HK,4626.38,143.57,CNY
2025-02-26,网易,HK,9999.HK,4782.5,148.41,CNY
2025-02-27,网易,HK,9999.HK,4693.51,145.65,CNY
2025-02-28,网易,HK,9999.HK,4657.72,144.54,CNY
2025-03-03,网易,HK,9999.HK,4601.44,142.79,CNY
2025-03-04,网易,HK,9999.HK,4705.0,146.01,CNY
2025-03-05,网易,HK,9999.HK,4750.92,147.43,CNY
2025-03-06,网易,HK,9999.HK,4931.77,153.04,CNY
2025-03-07,网易,HK,9999.HK,4849.48,150.49,CNY
2025-03-10,网易,HK,9999.HK,4845.11,150.35,CNY
2025-03-11,网易,HK,9999.HK,4923.29,152.78,CNY
2025-03-12,网易,HK,9999.HK,4898.42,152.01,CNY
2025-03-13,网易,HK,9999.HK,4824.4,149.71,CNY
2025-03-14,网易,HK,9999.HK,4834.95,150.04,CNY
2025-03-17,网易,HK,9999.HK,4702.47,145.93,CNY
2025-03-18,网易,HK,9999.HK,4775.93,148.21,CNY
2025-03-19,网易,HK,9999.HK,4793.68,148.76,CNY
2025-03-20,网易,HK,9999.HK,4690.58,145.56,CNY
2025-03-21,网易,HK,9999.HK,4556.45,141.4,CNY
2025-03-24,网易,HK,9999.HK,4697.68,145.78,CNY
2025-03-25,网易,HK,9999.HK,4621.99,143.43,CNY
2025-03-26,网易,HK,9999.HK,4698.46,145.8,CNY
2025-03-27,网易,HK,9999.HK,4713.47,146.27,CNY
2025-03-28,网易,HK,9999.HK,4735.41,146.95,CNY
2025-03-31,网易,HK,9999.HK,4745.58,147.27,CNY
2025-04-01,网易,HK,9999.HK,4936.15,153.18,CNY
2025-04-02,网易,HK,9999.HK,4964.76,154.07,CNY
2025-04-03,网易,HK,9999.HK,4946.77,153.51,CNY
2025-04-07,网易,HK,9999.HK,4074.68,126.45,CNY
2025-04-08,网易,HK,9999.HK,4397.12,136.45,CNY
2025-04-09,网易,HK,9999.HK,4463.52,138.51,CNY
2025-04-10,网易,HK,9999.HK,4527.08,140.48,CNY
2025-04-11,网易,HK,9999.HK,4555.5,141.37,CNY
2025-04-14,网易,HK,9999.HK,4673.13,145.02,CNY
2025-04-15,网易,HK,9999.HK,4618.83,143.33,CNY
2025-04-16,网易,HK,9999.HK,4590.95,142.47,CNY
2025-04-17,网易,HK,9999.HK,4797.18,148.87,CNY
2025-04-22,网易,HK,9999.HK,4778.07,148.27,CNY
2025-04-23,网易,HK,9999.HK,4871.95,151.19,CNY
2025-04-24,网易,HK,9999.HK,4875.28,151.29,CNY
2025-04-25,网易,HK,9999.HK,4978.68,154.5,CNY
2025-04-28,网易,HK,9999.HK,4937.54,153.22,CNY
2025-04-29,网易,HK,9999.HK,4954.99,153.76,CNY
2025-04-30,网易,HK,9999.HK,5033.05,156.19,CNY
2025-05-02,网易,HK,9999.HK,5089.54,157.94,CNY
2025-05-06,网易,HK,9999.HK,5084.46,157.78,CNY
2025-05-07,网易,HK,9999.HK,4974.25,154.36,CNY
2025-05-08,网易,HK,9999.HK,4969.84,154.22,CNY
2025-05-09,网易,HK,9999.HK,4893.67,151.86,CNY
2025-05-12,网易,HK,9999.HK,5055.47,156.88,CNY
2025-05-13,网易,HK,9999.HK,4873.74,151.24,CNY
2025-05-14,网易,HK,9999.HK,4938.12,153.24,CNY
2025-05-15,网易,HK,9999.HK,4993.4,154.96,CNY
2025-05-16,网易,HK,9999.HK,5643.1,175.12,CNY
2025-05-19,网易,HK,9999.HK,5526.19,171.49,CNY
2025-05-20,网易,HK,9999.HK,5604.0,173.9,CNY
2025-05-21,网易,HK,9999.HK,5651.42,175.38,CNY
2025-05-22,网易,HK,9999.HK,5522.29,171.37,CNY
2025-05-23,网易,HK,9999.HK,5583.05,173.25,CNY
2025-05-26,网易,HK,9999.HK,5602.05,173.84,CNY
2025-05-27,网易,HK,9999.HK,5683.29,176.36,CNY
2025-05-28,网易,HK,9999.HK,5841.84,181.28,CNY
2025-05-29,网易,HK,9999.HK,5925.71,183.89,CNY
2025-05-30,网易,HK,9999.HK,5639.76,175.01,CNY
2025-06-02,网易,HK,9999.HK,5698.19,176.83,CNY
2025-06-03,网易,HK,9999.HK,5832.35,180.99,CNY
2025-06-04,网易,HK,9999.HK,5891.05,182.81,CNY
2025-06-05,网易,HK,9999.HK,5948.29,184.59,CNY
2025-06-06,网易,HK,9999.HK,5857.97,181.79,CNY
2025-06-09,网易,HK,9999.HK,6045.49,187.6,CNY
2025-06-10,网易,HK,9999.HK,6026.17,187.0,CNY
2025-06-11,网易,HK,9999.HK,6149.66,190.84,CNY
2025-06-12,网易,HK,9999.HK,6148.02,190.79,CNY
2025-06-13,网易,HK,9999.HK,6106.45,189.5,CNY
2025-06-16,网易,HK,9999.HK,6060.89,188.08,CNY
2025-06-17,网易,HK,9999.HK,6023.57,186.92,CNY
2025-06-18,网易,HK,9999.HK,6010.5,186.52,CNY
2025-06-19,网易,HK,9999.HK,5990.45,185.9,CNY
2025-06-20,网易,HK,9999.HK,6013.51,186.61,CNY
2025-06-23,网易,HK,9999.HK,6019.3,186.79,CNY
2025-06-24,网易,HK,9999.HK,6158.94,191.12,CNY
2025-06-25,网易,HK,9999.HK,6193.36,192.19,CNY
2025-06-26,网易,HK,9999.HK,6186.9,191.99,CNY
2025-06-27,网易,HK,9999.HK,6108.32,189.55,CNY
2025-06-30,网易,HK,9999.HK,6206.09,192.59,CNY
2025-07-02,网易,HK,9999.HK,6118.61,189.87,CNY
2025-07-03,网易,HK,9999.HK,6134.99,190.38,CNY
2025-07-04,网易,HK,9999.HK,6171.9,191.53,CNY
2025-07-07,网易,HK,9999.HK,6134.99,190.38,CNY
2025-07-08,网易,HK,9999.HK,6237.27,193.56,CNY
2025-07-09,网易,HK,9999.HK,6054.48,187.88,CNY
2025-07-10,网易,HK,9999.HK,5971.25,185.3,CNY
2025-07-11,网易,HK,9999.HK,5937.66,184.26,CNY
2025-07-14,网易,HK,9999.HK,5943.85,184.45,CNY
2025-07-15,网易,HK,9999.HK,6142.66,190.62,CNY
2025-07-16,网易,HK,9999.HK,6083.09,188.77,CNY
2025-07-17,网易,HK,9999.HK,6123.08,190.01,CNY
2025-07-18,网易,HK,9999.HK,6281.31,194.92,CNY
2025-07-21,网易,HK,9999.HK,6347.32,196.97,CNY
2025-07-22,网易,HK,9999.HK,6362.17,197.43,CNY
2025-07-23,网易,HK,9999.HK,6525.6,202.5,CNY
2025-07-24,网易,HK,9999.HK,6300.95,195.53,CNY
2025-07-25,网易,HK,9999.HK,6248.36,193.9,CNY
2025-07-28,网易,HK,9999.HK,6160.66,191.18,CNY
2025-07-29,网易,HK,9999.HK,6069.98,188.36,CNY
2025-07-30,网易,HK,9999.HK,6039.04,187.4,CNY
2025-07-31,网易,HK,9999.HK,6015.74,186.68,CNY
2025-08-01,网易,HK,9999.HK,5946.64,184.54,CNY
2025-08-04,网易,HK,9999.HK,6086.56,188.88,CNY
2025-08-05,网易,HK,9999.HK,6152.53,190.93,CNY
2025-08-06,网易,HK,9999.HK,6121.37,189.96,CNY
2025-08-07,网易,HK,9999.HK,6091.71,189.04,CNY
2025-08-08,网易,HK,9999.HK,6025.46,186.98,CNY
2025-08-11,网易,HK,9999.HK,5954.57,184.78,CNY
2025-08-12,网易,HK,9999.HK,6024.91,186.97,CNY
2025-08-13,网易,HK,9999.HK,6342.07,196.81,CNY
2025-08-14,网易,HK,9999.HK,6114.08,189.73,CNY
2025-08-15,网易,HK,9999.HK,5905.72,183.27,CNY
2025-08-18,网易,HK,9999.HK,6033.18,187.22,CNY
2025-08-19,网易,HK,9999.HK,5962.42,185.03,CNY
2025-08-20,网易,HK,9999.HK,5993.57,185.99,CNY
2025-08-21,网易,HK,9999.HK,6043.71,187.55,CNY
2025-08-22,网易,HK,9999.HK,6069.59,188.35,CNY
2025-08-25,网易,HK,9999.HK,6423.86,199.35,CNY
2025-08-26,网易,HK,9999.HK,6352.52,197.13,CNY
2025-08-27,网易,HK,9999.HK,6236.4,193.53,CNY
2025-08-28,网易,HK,9999.HK,6286.22,195.07,CNY
2025-08-29,网易,HK,9999.HK,6278.22,194.83,CNY
2025-09-01,网易,HK,9999.HK,6351.55,197.1,CNY
2025-09-02,网易,HK,9999.HK,6297.71,195.43,CNY
2025-09-03,网易,HK,9999.HK,6178.63,191.74,CNY
2025-09-04,网易,HK,9999.HK,6127.37,190.15,CNY
2025-09-05,网易,HK,9999.HK,6192.37,192.16,CNY
2025-09-08,网易,HK,9999.HK,6457.11,200.38,CNY
2025-09-09,网易,HK,9999.HK,6576.29,204.08,CNY
2025-09-10,网易,HK,9999.HK,6744.34,209.29,CNY
2025-09-11,网易,HK,9999.HK,6771.68,210.14,CNY
2025-09-12,网易,HK,9999.HK,6958.76,215.94,CNY
2025-09-15,网易,HK,9999.HK,7095.82,220.2,CNY
2025-09-16,网易,HK,9999.HK,7178.74,222.77,CNY
2025-09-17,网易,HK,9999.HK,7256.42,225.18,CNY
2025-09-18,网易,HK,9999.HK,7072.04,219.46,CNY
2025-09-19,网易,HK,9999.HK,6975.44,216.46,CNY
2025-09-22,网易,HK,9999.HK,6895.33,213.98,CNY
2025-09-23,网易,HK,9999.HK,6995.31,217.08,CNY
2025-09-24,网易,HK,9999.HK,6987.43,216.83,CNY
2025-09-25,网易,HK,9999.HK,6922.15,214.81,CNY
2025-09-26,网易,HK,9999.HK,6801.97,211.08,CNY
2025-09-29,网易,HK,9999.HK,6850.27,212.58,CNY
2025-09-30,网易,HK,9999.HK,6976.53,216.5,CNY
2025-10-02,网易,HK,9999.HK,7084.02,219.83,CNY
2025-10-03,网易,HK,9999.HK,6970.72,216.32,CNY
2025-10-06,网易,HK,9999.HK,6859.97,212.88,CNY
2025-10-08,网易,HK,9999.HK,7058.45,219.04,CNY
2025-10-09,网易,HK,9999.HK,7082.97,219.8,CNY
2025-10-10,网易,HK,9999.HK,7002.79,217.31,CNY
2025-10-13,网易,HK,9999.HK,6905.25,214.28,CNY
2025-10-14,网易,HK,9999.HK,6708.16,208.17,CNY
2025-10-15,网易,HK,9999.HK,6855.64,212.74,CNY
2025-10-16,网易,HK,9999.HK,6848.68,212.53,CNY
2025-10-17,网易,HK,9999.HK,6607.23,205.04,CNY
2025-10-20,网易,HK,9999.HK,6956.31,215.87,CNY
2025-10-21,网易,HK,9999.HK,7090.61,220.04,CNY
2025-10-22,网易,HK,9999.HK,6776.96,210.3,CNY
2025-10-23,网易,HK,9999.HK,6740.02,209.16,CNY
2025-10-24,网易,HK,9999.HK,6809.68,211.32,CNY
2025-10-27,网易,HK,9999.HK,6789.68,210.7,CNY
2025-10-28,网易,HK,9999.HK,6621.74,205.49,CNY
2025-10-30,网易,HK,9999.HK,6472.9,200.87,CNY
2025-10-31,网易,HK,9999.HK,6395.96,198.48,CNY
2025-11-03,网易,HK,9999.HK,6495.39,201.57,CNY
2025-11-04,网易,HK,9999.HK,6443.5,199.96,CNY
2025-11-05,网易,HK,9999.HK,6421.57,199.28,CNY
2025-11-06,网易,HK,9999.HK,6500.33,201.72,CNY
2025-11-07,网易,HK,9999.HK,6457.53,200.39,CNY
2025-11-10,网易,HK,9999.HK,6474.46,200.92,CNY
2025-11-11,网易,HK,9999.HK,6489.73,201.39,CNY
2025-11-12,网易,HK,9999.HK,6538.31,202.9,CNY
2025-11-13,网易,HK,9999.HK,6598.21,204.76,CNY
2025-11-14,网易,HK,9999.HK,6467.15,200.69,CNY
2025-11-17,网易,HK,9999.HK,6425.66,199.4,CNY
2025-11-18,网易,HK,9999.HK,6331.08,196.47,CNY
2025-11-19,网易,HK,9999.HK,6340.43,196.76,CNY
2025-11-20,网易,HK,9999.HK,6250.45,193.96,CNY
2025-11-21,网易,HK,9999.HK,6017.4,186.73,CNY
2025-11-24,网易,HK,9999.HK,6370.49,197.69,CNY
2025-11-25,网易,HK,9999.HK,6396.5,198.5,CNY
2025-11-26,网易,HK,9999.HK,6315.29,195.98,CNY
2025-11-27,网易,HK,9999.HK,6293.82,195.31,CNY
2025-11-28,网易,HK,9999.HK,6269.65,194.56,CNY
2025-12-01,网易,HK,9999.HK,6510.02,202.02,CNY
2025-12-02,网易,HK,9999.HK,6562.52,203.65,CNY
2025-12-03,网易,HK,9999.HK,6371.09,197.71,CNY
2025-12-04,网易,HK,9999.HK,6352.03,197.12,CNY
2025-12-05,网易,HK,9999.HK,6383.7,198.1,CNY
2025-12-08,网易,HK,9999.HK,6345.15,196.9,CNY
2025-12-09,网易,HK,9999.HK,6226.31,193.22,CNY
2025-12-10,网易,HK,9999.HK,6165.35,191.32,CNY
2025-12-11,网易,HK,9999.HK,6133.45,190.33,CNY
2025-12-12,网易,HK,9999.HK,6383.01,198.08,CNY
2025-12-15,网易,HK,9999.HK,6325.08,196.28,CNY
2025-12-16,网易,HK,9999.HK,6157.21,191.07,CNY
2025-12-17,网易,HK,9999.HK,6130.91,190.26,CNY
2025-12-18,网易,HK,9999.HK,6173.41,191.57,CNY
2025-12-19,网易,HK,9999.HK,6251.46,194.0,CNY
2025-12-22,网易,HK,9999.HK,6245.9,193.82,CNY
2025-12-23,网易,HK,9999.HK,6205.96,192.58,CNY
2025-12-24,网易,HK,9999.HK,6208.71,192.67,CNY
2025-12-29,网易,HK,9999.HK,6300.95,195.53,CNY
2025-12-30,网易,HK,9999.HK,6441.77,199.9,CNY
2025-12-31,网易,HK,9999.HK,6229.69,193.32,CNY
2026-01-02,网易,HK,9999.HK,6625.57,205.61,CNY
2026-01-05,网易,HK,9999.HK,6438.95,199.81,CNY
2026-01-06,网易,HK,9999.HK,6629.25,205.72,CNY
2026-01-07,网易,HK,9999.HK,6433.04,199.63,CNY
2026-01-08,网易,HK,9999.HK,6358.98,197.33,CNY
2026-01-09,网易,HK,9999.HK,6261.41,194.3,CNY
2026-01-12,网易,HK,9999.HK,6438.66,199.81,CNY
2026-01-13,网易,HK,9999.HK,6421.49,199.27,CNY
2026-01-14,网易,HK,9999.HK,6352.75,197.14,CNY
2026-01-15,网易,HK,9999.HK,6149.45,190.83,CNY
2026-01-16,网易,HK,9999.HK,6206.85,192.61,CNY
2026-01-19,网易,HK,9999.HK,6226.13,193.21,CNY
2026-01-20,网易,HK,9999.HK,6220.8,193.04,CNY
2026-01-21,网易,HK,9999.HK,5981.43,185.62,CNY
